Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: blocks,Spreadsheet: state,Spreadsheet: highProbCue,Spreadsheet: lowProbCue,Spreadsheet: outcomes_array,Spreadsheet: answers,Spreadsheet: stimuli_left,Spreadsheet: stimuli_right,Spreadsheet: leftIdx,Spreadsheet: rightIdx,Spreadsheet: loss_blue,Spreadsheet: loss_red,Spreadsheet: xfix,Spreadsheet: xcues,Manipulation: Spreadsheet,Store: amount0,Store: amount,Store: correct,Store: total
1,1697784945095,20/10/2023 06:55:45,1697788545095,1,20/10/2023 08:55:45,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1697784947311,20/10/2023 06:55:47,1697788547311,1,20/10/2023 08:55:47,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,instructions,intro 1,s6834o,1,continue,,0,0,0,5643,5632,5643,1,0,0,0,,Click To Continue,Continue Button,2,object-11,instructions,,,,,,,,,,,,,,,,,,,,
3,1697784950812,20/10/2023 06:55:50,1697788550812,1,20/10/2023 08:55:50,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,instructions,intro 2,v3rtr6,2,continue,,3513,3501,3513,3513,3501,3513,1,3513,0,0,,Click To Continue,Continue Button,2,object-139,instructions,,,,,,,,,,,,,,,,,,,,
4,1697784951847,20/10/2023 06:55:51,1697788551847,1,20/10/2023 08:55:51,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,instructions,intro 3,43e5qn,3,continue,,1047,1038,1047,1047,1038,1047,1,1047,0,0,,Click To Continue,Continue Button,2,object-916,instructions,,,,,,,,,,,,,,,,,,,,
5,1697784954837,20/10/2023 06:55:54,1697788554837,1,20/10/2023 08:55:54,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,countdown_pract,countdown,nu4fp5,1,timedOut,,2999,2999,2999,2999,2999,2999,1,2999,0,0,,Time Limit,screen,0,screen,countdown_pract,,,,,,,,,,,,,,,,,,,,
6,1697784955876,20/10/2023 06:55:55,1697788555876,1,20/10/2023 08:55:55,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,practice_trial,fixation,8jdba8,1,timedOut,,1039,1039,1039,1039,1039,1039,1,1039,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,,,,
7,1697784956454,20/10/2023 06:55:56,1697788556454,1,20/10/2023 08:55:56,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,practice_trial,fixation,8jdba8,1,continue,,1616,1616,1616,1616,1616,1616,1,1616,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,,,,
8,1697784956488,20/10/2023 06:55:56,1697788556488,1,20/10/2023 08:55:56,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,practice_trial,cues,xu4j1l,2,timedOut,,611,611,611,611,611,611,1,611,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,,,,
9,1697784957712,20/10/2023 06:55:57,1697788557712,1,20/10/2023 08:55:57,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,practice_trial,response,6nrjly,3,response,2,1223,1216,1223,1223,1216,1223,1,1223,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,0,,,
10,1697784959195,20/10/2023 06:55:59,1697788559195,1,20/10/2023 08:55:59,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,1,practice_trial,feedback,l15q64,4,timedOut,,1492,1492,1492,1492,1492,1492,1,1492,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,0,,,
11,1697784960639,20/10/2023 06:56:00,1697788560639,1,20/10/2023 08:56:00,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,2,practice_trial,fixation,8jdba8,1,timedOut,,1444,1444,1444,1444,1444,1444,1,1444,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0,,,
12,1697784961222,20/10/2023 06:56:01,1697788561222,1,20/10/2023 08:56:01,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,2,practice_trial,fixation,8jdba8,1,continue,,2026,2026,2026,2026,2026,2026,1,2026,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0,,,
13,1697784961608,20/10/2023 06:56:01,1697788561608,1,20/10/2023 08:56:01,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,2,practice_trial,cues,xu4j1l,2,timedOut,,969,969,969,969,969,969,1,969,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0,,,
14,1697784961866,20/10/2023 06:56:01,1697788561866,1,20/10/2023 08:56:01,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,2,practice_trial,response,6nrjly,3,response,2,256,253,256,256,253,256,0,256,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0.5,,,
15,1697784963359,20/10/2023 06:56:03,1697788563359,1,20/10/2023 08:56:03,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,2,practice_trial,feedback,l15q64,4,timedOut,,1497,1495,1497,1497,1495,1497,1,1497,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0.5,,,
16,1697784964486,20/10/2023 06:56:04,1697788564486,1,20/10/2023 08:56:04,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,3,practice_trial,fixation,8jdba8,1,timedOut,,1129,1129,1129,1129,1129,1129,1,1129,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0.5,,,
17,1697784965055,20/10/2023 06:56:05,1697788565055,1,20/10/2023 08:56:05,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,3,practice_trial,fixation,8jdba8,1,continue,,1698,1698,1698,1698,1698,1698,1,1698,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0.5,,,
18,1697784965105,20/10/2023 06:56:05,1697788565105,1,20/10/2023 08:56:05,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,3,practice_trial,cues,xu4j1l,2,timedOut,,620,619,620,620,619,620,1,620,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0.5,,,
19,1697784965417,20/10/2023 06:56:05,1697788565417,1,20/10/2023 08:56:05,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,3,practice_trial,response,6nrjly,3,response,2,312,304,312,312,304,312,1,312,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0.5,,,
20,1697784966903,20/10/2023 06:56:06,1697788566903,1,20/10/2023 08:56:06,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,3,practice_trial,feedback,l15q64,4,timedOut,,1494,1494,1494,1494,1494,1494,1,1494,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0.5,,,
21,1697784968364,20/10/2023 06:56:08,1697788568364,1,20/10/2023 08:56:08,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,4,practice_trial,fixation,8jdba8,1,timedOut,,1462,1461,1462,1462,1461,1462,1,1462,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0.5,,,
22,1697784968933,20/10/2023 06:56:08,1697788568933,1,20/10/2023 08:56:08,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,4,practice_trial,fixation,8jdba8,1,continue,,2030,2030,2030,2030,2030,2030,1,2030,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0.5,,,
23,1697784969150,20/10/2023 06:56:09,1697788569150,1,20/10/2023 08:56:09,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,4,practice_trial,cues,xu4j1l,2,timedOut,,787,787,787,787,787,787,1,787,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0.5,,,
24,1697784969443,20/10/2023 06:56:09,1697788569443,1,20/10/2023 08:56:09,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,4,practice_trial,response,6nrjly,3,response,2,292.00000000000364,279,292.00000000000364,292.00000000000364,279,292.00000000000364,1,292.00000000000364,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0.5,,,
25,1697784970931,20/10/2023 06:56:10,1697788570931,1,20/10/2023 08:56:10,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,4,practice_trial,feedback,l15q64,4,timedOut,,1502,1502,1502,1502,1502,1502,1,1502,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0.5,,,
26,1697784972335,20/10/2023 06:56:12,1697788572335,1,20/10/2023 08:56:12,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,5,practice_trial,fixation,8jdba8,1,timedOut,,1404,1404,1404,1404,1404,1404,1,1404,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
27,1697784972894,20/10/2023 06:56:12,1697788572894,1,20/10/2023 08:56:12,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,5,practice_trial,fixation,8jdba8,1,continue,,1963,1963,1963,1963,1963,1963,1,1963,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
28,1697784973012,20/10/2023 06:56:13,1697788573012,1,20/10/2023 08:56:13,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,5,practice_trial,cues,xu4j1l,2,timedOut,,676,676,676,676,676,676,1,676,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
29,1697784973332,20/10/2023 06:56:13,1697788573332,1,20/10/2023 08:56:13,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,5,practice_trial,response,6nrjly,3,response,2,321,318,321,321,318,321,1,321,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
30,1697784974828,20/10/2023 06:56:14,1697788574828,1,20/10/2023 08:56:14,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,5,practice_trial,feedback,l15q64,4,timedOut,,1499,1499,1499,1499,1499,1499,1,1499,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
31,1697784976121,20/10/2023 06:56:16,1697788576121,1,20/10/2023 08:56:16,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,6,practice_trial,fixation,8jdba8,1,timedOut,,1293,1293,1293,1293,1293,1293,1,1293,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
32,1697784976692,20/10/2023 06:56:16,1697788576692,1,20/10/2023 08:56:16,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,6,practice_trial,fixation,8jdba8,1,continue,,1863,1863,1863,1863,1863,1863,1,1863,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
33,1697784977011,20/10/2023 06:56:17,1697788577011,1,20/10/2023 08:56:17,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,6,practice_trial,cues,xu4j1l,2,timedOut,,890,890,890,890,890,890,1,890,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
34,1697784977327,20/10/2023 06:56:17,1697788577327,1,20/10/2023 08:56:17,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,6,practice_trial,response,6nrjly,3,response,2,315,302,315,315,302,315,1,315,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
35,1697784978807,20/10/2023 06:56:18,1697788578807,1,20/10/2023 08:56:18,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,6,practice_trial,feedback,l15q64,4,timedOut,,1494,1494,1494,1494,1494,1494,1,1494,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
36,1697784980067,20/10/2023 06:56:20,1697788580067,1,20/10/2023 08:56:20,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,7,practice_trial,fixation,8jdba8,1,timedOut,,1259,1259,1259,1259,1259,1259,1,1259,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
37,1697784980635,20/10/2023 06:56:20,1697788580635,1,20/10/2023 08:56:20,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,7,practice_trial,fixation,8jdba8,1,continue,,1828,1828,1828,1828,1828,1828,1,1828,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
38,1697784980988,20/10/2023 06:56:20,1697788580988,1,20/10/2023 08:56:20,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,7,practice_trial,cues,xu4j1l,2,timedOut,,922,922,922,922,922,922,1,922,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
39,1697784981269,20/10/2023 06:56:21,1697788581269,1,20/10/2023 08:56:21,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,7,practice_trial,response,6nrjly,3,response,2,281.0000000000073,269,281.0000000000073,281.0000000000073,269,281.0000000000073,1,281.0000000000073,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
40,1697784982750,20/10/2023 06:56:22,1697788582750,1,20/10/2023 08:56:22,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,7,practice_trial,feedback,l15q64,4,timedOut,,1493,1493,1493,1493,1493,1493,1,1493,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
41,1697784983941,20/10/2023 06:56:23,1697788583941,1,20/10/2023 08:56:23,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,8,practice_trial,fixation,8jdba8,1,timedOut,,1191,1191,1191,1191,1191,1191,1,1191,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0.5,,,
42,1697784984509,20/10/2023 06:56:24,1697788584509,1,20/10/2023 08:56:24,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,8,practice_trial,fixation,8jdba8,1,continue,,1758,1758,1758,1758,1758,1758,1,1758,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0.5,,,
43,1697784984609,20/10/2023 06:56:24,1697788584609,1,20/10/2023 08:56:24,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,8,practice_trial,cues,xu4j1l,2,timedOut,,668,668,668,668,668,668,1,668,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0.5,,,
44,1697784984937,20/10/2023 06:56:24,1697788584937,1,20/10/2023 08:56:24,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,8,practice_trial,response,6nrjly,3,response,2,327,319,327,327,319,327,1,327,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0.5,,,
45,1697784986423,20/10/2023 06:56:26,1697788586423,1,20/10/2023 08:56:26,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,8,practice_trial,feedback,l15q64,4,timedOut,,1495,1495,1495,1495,1495,1495,1,1495,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0.5,,,
46,1697784987446,20/10/2023 06:56:27,1697788587446,1,20/10/2023 08:56:27,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,9,practice_trial,fixation,8jdba8,1,timedOut,,1024,1023,1024,1024,1023,1024,1,1024,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0.5,,,
47,1697784988015,20/10/2023 06:56:28,1697788588015,1,20/10/2023 08:56:28,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,9,practice_trial,fixation,8jdba8,1,continue,,1592,1592,1592,1592,1592,1592,1,1592,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0.5,,,
48,1697784988183,20/10/2023 06:56:28,1697788588183,1,20/10/2023 08:56:28,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,9,practice_trial,cues,xu4j1l,2,timedOut,,737,737,737,737,737,737,1,737,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0.5,,,
49,1697784988313,20/10/2023 06:56:28,1697788588313,1,20/10/2023 08:56:28,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,9,practice_trial,response,6nrjly,3,response,2,130,118,130,130,118,130,1,130,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0.5,,,
50,1697784989795,20/10/2023 06:56:29,1697788589795,1,20/10/2023 08:56:29,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,9,practice_trial,feedback,l15q64,4,timedOut,,1494,1494,1494,1494,1494,1494,1,1494,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0.5,,,
51,1697784990851,20/10/2023 06:56:30,1697788590851,1,20/10/2023 08:56:30,0,0,,,32375454,,9574456,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),3,trial_list_v2,10,practice_trial,fixation,8jdba8,1,timedOut,,1056,1056,1056,1056,1056,1056,1,1056,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1059.426638,830.4180472,,0.5,,,
