Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: blocks,Spreadsheet: state,Spreadsheet: highProbCue,Spreadsheet: lowProbCue,Spreadsheet: outcomes_array,Spreadsheet: answers,Spreadsheet: stimuli_left,Spreadsheet: stimuli_right,Spreadsheet: leftIdx,Spreadsheet: rightIdx,Spreadsheet: loss_blue,Spreadsheet: loss_red,Spreadsheet: xfix,Spreadsheet: xcues,Manipulation: Spreadsheet,Store: amount0,Store: amount,Store: correct,Store: total
11,1698047065908,23/10/2023 07:44:25,1698050665908,1,23/10/2023 09:44:25,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,2,practice_trial,fixation,8jdba8,1,timedOut,,1400,1400,1400,1400,1400,1400,1,1400,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0,,,
12,1698047066475,23/10/2023 07:44:26,1698050666475,1,23/10/2023 09:44:26,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,2,practice_trial,fixation,8jdba8,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0,,,
13,1698047066575,23/10/2023 07:44:26,1698050666575,1,23/10/2023 09:44:26,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,2,practice_trial,cues,xu4j1l,2,timedOut,,667,666,667,667,666,667,1,667,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0,,,
14,1698047066907,23/10/2023 07:44:26,1698050666907,1,23/10/2023 09:44:26,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,2,practice_trial,response,6nrjly,3,response,2,332,317,332,332,317,332,1,332,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0,,,
15,1698047068392,23/10/2023 07:44:28,1698050668392,1,23/10/2023 09:44:28,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,2,practice_trial,feedback,l15q64,4,timedOut,,1500,1500,1500,1500,1500,1500,1,1500,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0,,,
16,1698047069692,23/10/2023 07:44:29,1698050669692,1,23/10/2023 09:44:29,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,3,practice_trial,fixation,8jdba8,1,timedOut,,1300,1300,1300,1300,1300,1300,1,1300,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0,,,
17,1698047070257,23/10/2023 07:44:30,1698050670257,1,23/10/2023 09:44:30,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,3,practice_trial,fixation,8jdba8,1,continue,,1866,1866,1866,1866,1866,1866,1,1866,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0,,,
18,1698047070575,23/10/2023 07:44:30,1698050670575,1,23/10/2023 09:44:30,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,3,practice_trial,cues,xu4j1l,2,timedOut,,884,884,884,884,884,884,1,884,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0,,,
19,1698047070795,23/10/2023 07:44:30,1698050670795,1,23/10/2023 09:44:30,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,3,practice_trial,response,6nrjly,3,response,2,219,215,219,219,215,219,1,219,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0,,,
20,1698047072292,23/10/2023 07:44:32,1698050672292,1,23/10/2023 09:44:32,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,3,practice_trial,feedback,l15q64,4,timedOut,,1501,1501,1501,1501,1501,1501,1,1501,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0,,,
21,1698047073324,23/10/2023 07:44:33,1698050673324,1,23/10/2023 09:44:33,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,4,practice_trial,fixation,8jdba8,1,timedOut,,1033,1033,1033,1033,1033,1033,1,1033,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0,,,
22,1698047073892,23/10/2023 07:44:33,1698050673892,1,23/10/2023 09:44:33,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,4,practice_trial,fixation,8jdba8,1,continue,,1600,1600,1600,1600,1600,1600,1,1600,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0,,,
23,1698047074058,23/10/2023 07:44:34,1698050674058,1,23/10/2023 09:44:34,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,4,practice_trial,cues,xu4j1l,2,timedOut,,734,734,734,734,734,734,1,734,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0,,,
24,1698047074284,23/10/2023 07:44:34,1698050674284,1,23/10/2023 09:44:34,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,4,practice_trial,response,6nrjly,3,response,2,225,217,225,225,217,225,1,225,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0,,,
25,1698047075774,23/10/2023 07:44:35,1698050675774,1,23/10/2023 09:44:35,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,4,practice_trial,feedback,l15q64,4,timedOut,,1499,1499,1499,1499,1499,1499,1,1499,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,0,,,
26,1698047076892,23/10/2023 07:44:36,1698050676892,1,23/10/2023 09:44:36,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,5,practice_trial,fixation,8jdba8,1,timedOut,,1117,1117,1117,1117,1117,1117,1,1117,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
27,1698047077458,23/10/2023 07:44:37,1698050677458,1,23/10/2023 09:44:37,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,5,practice_trial,fixation,8jdba8,1,continue,,1684,1684,1684,1684,1684,1684,1,1684,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
28,1698047077525,23/10/2023 07:44:37,1698050677525,1,23/10/2023 09:44:37,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,5,practice_trial,cues,xu4j1l,2,timedOut,,634,633,634,634,633,634,1,634,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
29,1698047077786,23/10/2023 07:44:37,1698050677786,1,23/10/2023 09:44:37,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,5,practice_trial,response,6nrjly,3,response,2,261,250,261,261,250,261,1,261,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
30,1698047079275,23/10/2023 07:44:39,1698050679275,1,23/10/2023 09:44:39,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,5,practice_trial,feedback,l15q64,4,timedOut,,1501,1501,1501,1501,1501,1501,1,1501,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
31,1698047080457,23/10/2023 07:44:40,1698050680457,1,23/10/2023 09:44:40,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,6,practice_trial,fixation,8jdba8,1,timedOut,,1182,1182,1182,1182,1182,1182,1,1182,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0,,,
32,1698047081024,23/10/2023 07:44:41,1698050681024,1,23/10/2023 09:44:41,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,6,practice_trial,fixation,8jdba8,1,continue,,1749,1749,1749,1749,1749,1749,1,1749,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0,,,
33,1698047081142,23/10/2023 07:44:41,1698050681142,1,23/10/2023 09:44:41,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,6,practice_trial,cues,xu4j1l,2,timedOut,,684,684,684,684,684,684,1,684,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0,,,
34,1698047081428,23/10/2023 07:44:41,1698050681428,1,23/10/2023 09:44:41,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,6,practice_trial,response,6nrjly,3,response,2,287.0000000000073,283,287.0000000000073,287.0000000000073,283,287.0000000000073,1,287.0000000000073,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0,,,
35,1698047082924,23/10/2023 07:44:42,1698050682924,1,23/10/2023 09:44:42,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,6,practice_trial,feedback,l15q64,4,timedOut,,1500,1500,1500,1500,1500,1500,1,1500,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1190.071495,676.9395831,,0,,,
36,1698047083975,23/10/2023 07:44:43,1698050683975,1,23/10/2023 09:44:43,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,7,practice_trial,fixation,8jdba8,1,timedOut,,1051,1051,1051,1051,1051,1051,1,1051,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1059.426638,830.4180472,,0,,,
37,1698047084558,23/10/2023 07:44:44,1698050684558,1,23/10/2023 09:44:44,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,7,practice_trial,fixation,8jdba8,1,continue,,1634,1634,1634,1634,1634,1634,1,1634,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1059.426638,830.4180472,,0,,,
38,1698047084808,23/10/2023 07:44:44,1698050684808,1,23/10/2023 09:44:44,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,7,practice_trial,cues,xu4j1l,2,timedOut,,833,833,833,833,833,833,1,833,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1059.426638,830.4180472,,0,,,
39,1698047085277,23/10/2023 07:44:45,1698050685277,1,23/10/2023 09:44:45,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,7,practice_trial,response,6nrjly,3,response,2,469,466,469,469,466,469,1,469,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1059.426638,830.4180472,,0,,,
40,1698047086775,23/10/2023 07:44:46,1698050686775,1,23/10/2023 09:44:46,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,7,practice_trial,feedback,l15q64,4,timedOut,,1501,1501,1501,1501,1501,1501,1,1501,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1059.426638,830.4180472,,0,,,
41,1698047088241,23/10/2023 07:44:48,1698050688241,1,23/10/2023 09:44:48,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,8,practice_trial,fixation,8jdba8,1,timedOut,,1467.0000000000073,1466,1467.0000000000073,1467.0000000000073,1466,1467.0000000000073,1,1467.0000000000073,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0,,,
42,1698047088808,23/10/2023 07:44:48,1698050688808,1,23/10/2023 09:44:48,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,8,practice_trial,fixation,8jdba8,1,continue,,2033,2033,2033,2033,2033,2033,1,2033,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0,,,
43,1698047089041,23/10/2023 07:44:49,1698050689041,1,23/10/2023 09:44:49,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,8,practice_trial,cues,xu4j1l,2,timedOut,,800.0000000000073,800,800.0000000000073,800.0000000000073,800,800.0000000000073,1,800.0000000000073,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0,,,
44,1698047089046,23/10/2023 07:44:49,1698050689046,1,23/10/2023 09:44:49,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,8,practice_trial,response,6nrjly,3,response,2,5,0,5,5,0,5,1,5,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0,,,
45,1698047090541,23/10/2023 07:44:50,1698050690541,1,23/10/2023 09:44:50,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,8,practice_trial,feedback,l15q64,4,timedOut,,1500.0000000000073,1500,1500.0000000000073,1500.0000000000073,1500,1500.0000000000073,1,1500.0000000000073,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,0,,,
46,1698047091808,23/10/2023 07:44:51,1698050691808,1,23/10/2023 09:44:51,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,9,practice_trial,fixation,8jdba8,1,timedOut,,1267,1267,1267,1267,1267,1267,1,1267,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0,,,
47,1698047092375,23/10/2023 07:44:52,1698050692375,1,23/10/2023 09:44:52,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,9,practice_trial,fixation,8jdba8,1,continue,,1834,1834,1834,1834,1834,1834,1,1834,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0,,,
48,1698047092741,23/10/2023 07:44:52,1698050692741,1,23/10/2023 09:44:52,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,9,practice_trial,cues,xu4j1l,2,timedOut,,934.0000000000073,933,934.0000000000073,934.0000000000073,933,934.0000000000073,1,934.0000000000073,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0,,,
49,1698047093481,23/10/2023 07:44:53,1698050693481,1,23/10/2023 09:44:53,0,0,,,32422120,,9593912,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1791x956,,,0,ActionLearning_v3 (Clone),1,trial_list_v2,9,practice_trial,response,6nrjly,3,response,2,740,734,740,740,734,740,1,740,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0,,,
