Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: blocks,Spreadsheet: state,Spreadsheet: highProbCue,Spreadsheet: lowProbCue,Spreadsheet: outcomes_array,Spreadsheet: answers,Spreadsheet: stimuli_left,Spreadsheet: stimuli_right,Spreadsheet: leftIdx,Spreadsheet: rightIdx,Spreadsheet: loss_blue,Spreadsheet: loss_red,Spreadsheet: xfix,Spreadsheet: xcues,Manipulation: Spreadsheet,Store: amount0,Store: amount,Store: correct,Store: total
11,1697749131437,19/10/2023 20:58:51,1697752731437,1,19/10/2023 22:58:51,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,2,practice_trial,fixation,8jdba8,1,timedOut,,1116.0000000000018,1116,1116.0000000000018,1116.0000000000018,1116,1116.0000000000018,1,1116.0000000000018,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
12,1697749132004,19/10/2023 20:58:52,1697752732004,1,19/10/2023 22:58:52,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,2,practice_trial,fixation,8jdba8,1,continue,,1683,1683,1683,1683,1683,1683,1,1683,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
13,1697749132070,19/10/2023 20:58:52,1697752732070,1,19/10/2023 22:58:52,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,2,practice_trial,cues,xu4j1l,2,timedOut,,634,634,634,634,634,634,1,634,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
14,1697749132403,19/10/2023 20:58:52,1697752732403,1,19/10/2023 22:58:52,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,2,practice_trial,response,6nrjly,3,response,2,332,316,332,332,316,332,1,332,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
15,1697749133887,19/10/2023 20:58:53,1697752733887,1,19/10/2023 22:58:53,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,2,practice_trial,feedback,l15q64,4,timedOut,,1500.0000000000036,1500,1500.0000000000036,1500.0000000000036,1500,1500.0000000000036,1,1500.0000000000036,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1122.047958,626.8590512,,0,,,
16,1697749135337,19/10/2023 20:58:55,1697752735337,1,19/10/2023 22:58:55,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,3,practice_trial,fixation,8jdba8,1,timedOut,,1450,1450,1450,1450,1450,1450,1,1450,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0,,,
17,1697749135904,19/10/2023 20:58:55,1697752735904,1,19/10/2023 22:58:55,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,3,practice_trial,fixation,8jdba8,1,continue,,2017,2017,2017,2017,2017,2017,1,2017,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0,,,
18,1697749136320,19/10/2023 20:58:56,1697752736320,1,19/10/2023 22:58:56,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,3,practice_trial,cues,xu4j1l,2,timedOut,,984,984,984,984,984,984,1,984,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0,,,
19,1697749136402,19/10/2023 20:58:56,1697752736402,1,19/10/2023 22:58:56,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,3,practice_trial,response,6nrjly,3,response,2,80,66,80,80,66,80,0,80,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0.5,,,
20,1697749137887,19/10/2023 20:58:57,1697752737887,1,19/10/2023 22:58:57,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,3,practice_trial,feedback,l15q64,4,timedOut,,1500.0000000000036,1500,1500.0000000000036,1500.0000000000036,1500,1500.0000000000036,1,1500.0000000000036,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,2,1,2,1,blue.png,red.png,1,2,0,0.1,1442.21133,976.2640727,,0.5,,,
21,1697749139154,19/10/2023 20:58:59,1697752739154,1,19/10/2023 22:58:59,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,4,practice_trial,fixation,8jdba8,1,timedOut,,1267,1267,1267,1267,1267,1267,1,1267,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
22,1697749139720,19/10/2023 20:58:59,1697752739720,1,19/10/2023 22:58:59,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,4,practice_trial,fixation,8jdba8,1,continue,,1834,1834,1834,1834,1834,1834,1,1834,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
23,1697749140087,19/10/2023 20:59:00,1697752740087,1,19/10/2023 22:59:00,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,4,practice_trial,cues,xu4j1l,2,timedOut,,933,933,933,933,933,933,1,933,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
24,1697749140517,19/10/2023 20:59:00,1697752740517,1,19/10/2023 22:59:00,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,4,practice_trial,response,6nrjly,3,response,2,430,417,430,430,417,430,1,430,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
25,1697749142004,19/10/2023 20:59:02,1697752742004,1,19/10/2023 22:59:02,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,4,practice_trial,feedback,l15q64,4,timedOut,,1500,1500,1500,1500,1500,1500,1,1500,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1263.512476,930.4907609,,0.5,,,
26,1697749143054,19/10/2023 20:59:03,1697752743054,1,19/10/2023 22:59:03,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,5,practice_trial,fixation,8jdba8,1,timedOut,,1050,1050,1050,1050,1050,1050,1,1050,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,0.5,,,
27,1697749143604,19/10/2023 20:59:03,1697752743604,1,19/10/2023 22:59:03,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,5,practice_trial,fixation,8jdba8,1,continue,,1600,1600,1600,1600,1600,1600,1,1600,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,0.5,,,
28,1697749143670,19/10/2023 20:59:03,1697752743670,1,19/10/2023 22:59:03,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,5,practice_trial,cues,xu4j1l,2,timedOut,,616,616,616,616,616,616,1,616,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,0.5,,,
29,1697749144202,19/10/2023 20:59:04,1697752744202,1,19/10/2023 22:59:04,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,5,practice_trial,response,6nrjly,3,response,2,532,517,532,532,517,532,1,532,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,0.5,,,
30,1697749145687,19/10/2023 20:59:05,1697752745687,1,19/10/2023 22:59:05,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,5,practice_trial,feedback,l15q64,4,timedOut,,1501,1500,1501,1501,1500,1501,1,1501,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1042.498532,616.5451361,,0.5,,,
31,1697749147086,19/10/2023 20:59:07,1697752747086,1,19/10/2023 22:59:07,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,6,practice_trial,fixation,8jdba8,1,timedOut,,1400,1399,1400,1400,1399,1400,1,1400,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
32,1697749147654,19/10/2023 20:59:07,1697752747654,1,19/10/2023 22:59:07,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,6,practice_trial,fixation,8jdba8,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
33,1697749147754,19/10/2023 20:59:07,1697752747754,1,19/10/2023 22:59:07,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,6,practice_trial,cues,xu4j1l,2,timedOut,,668,668,668,668,668,668,1,668,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
34,1697749148123,19/10/2023 20:59:08,1697752748123,1,19/10/2023 22:59:08,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,6,practice_trial,response,6nrjly,3,response,2,369,366,369,369,366,369,1,369,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
35,1697749149620,19/10/2023 20:59:09,1697752749620,1,19/10/2023 22:59:09,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,6,practice_trial,feedback,l15q64,4,timedOut,,1501.0000000000073,1501,1501.0000000000073,1501.0000000000073,1501,1501.0000000000073,1,1501.0000000000073,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1406.416267,673.5931489,,0.5,,,
36,1697749150920,19/10/2023 20:59:10,1697752750920,1,19/10/2023 22:59:10,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,7,practice_trial,fixation,8jdba8,1,timedOut,,1300,1300,1300,1300,1300,1300,1,1300,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
37,1697749151486,19/10/2023 20:59:11,1697752751486,1,19/10/2023 22:59:11,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,7,practice_trial,fixation,8jdba8,1,continue,,1866,1866,1866,1866,1866,1866,1,1866,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
38,1697749151804,19/10/2023 20:59:11,1697752751804,1,19/10/2023 22:59:11,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,7,practice_trial,cues,xu4j1l,2,timedOut,,883,883,883,883,883,883,1,883,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,0.5,,,
39,1697749152118,19/10/2023 20:59:12,1697752752118,1,19/10/2023 22:59:12,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,7,practice_trial,response,6nrjly,3,response,1,314,300,314,314,300,314,0,314,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,1,,,
40,1697749153603,19/10/2023 20:59:13,1697752753603,1,19/10/2023 22:59:13,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,7,practice_trial,feedback,l15q64,4,timedOut,,1499,1499,1499,1499,1499,1499,1,1499,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1300.172397,884.0289501,,1,,,
41,1697749155071,19/10/2023 20:59:15,1697752755071,1,19/10/2023 22:59:15,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,8,practice_trial,fixation,8jdba8,1,timedOut,,1468,1468,1468,1468,1468,1468,1,1468,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,1,,,
42,1697749155636,19/10/2023 20:59:15,1697752755636,1,19/10/2023 22:59:15,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,8,practice_trial,fixation,8jdba8,1,continue,,2034,2034,2034,2034,2034,2034,1,2034,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,1,,,
43,1697749155871,19/10/2023 20:59:15,1697752755871,1,19/10/2023 22:59:15,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,8,practice_trial,cues,xu4j1l,2,timedOut,,800.0000000000073,800,800.0000000000073,800.0000000000073,800,800.0000000000073,1,800.0000000000073,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,1,,,
44,1697749156287,19/10/2023 20:59:16,1697752756287,1,19/10/2023 22:59:16,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,8,practice_trial,response,6nrjly,3,response,2,416,415,416,416,415,416,1,416,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,1,,,
45,1697749157787,19/10/2023 20:59:17,1697752757787,1,19/10/2023 22:59:17,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,8,practice_trial,feedback,l15q64,4,timedOut,,1502,1501,1502,1502,1501,1502,1,1502,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,blue.png,red.png,1,2,0.1,0,1461.179001,793.6808712,,1,,,
46,1697749158821,19/10/2023 20:59:18,1697752758821,1,19/10/2023 22:59:18,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,9,practice_trial,fixation,8jdba8,1,timedOut,,1034,1034,1034,1034,1034,1034,1,1034,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,1,,,
47,1697749159388,19/10/2023 20:59:19,1697752759388,1,19/10/2023 22:59:19,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,9,practice_trial,fixation,8jdba8,1,continue,,1600,1600,1600,1600,1600,1600,1,1600,0,0,,Fixation Timing,Fixation,1,object-54,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,1,,,
48,1697749159554,19/10/2023 20:59:19,1697752759554,1,19/10/2023 22:59:19,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,9,practice_trial,cues,xu4j1l,2,timedOut,,733,733,733,733,733,733,1,733,0,0,,Time Limit,screen,0,screen,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,1,,,
49,1697749159855,19/10/2023 20:59:19,1697752759855,1,19/10/2023 22:59:19,0,0,,,32372134,,9573332,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1792x1120,1792x949,,,0,ActionLearning_v3 (Clone),2,trial_list_v2,9,practice_trial,response,6nrjly,3,response,2,301,300,301,301,300,301,1,301,0,0,,Keyboard Response,Keyboard Response,4,object-66,practice_trial,0,0,0.9,1,2,1,2,red.png,blue.png,2,1,0.1,0,1026.798908,729.4869334,,1,,,
